Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
TE,Irv Smith Jr. (13581471),Irv Smith Jr.,13581471,TE/FLEX,2600,MIN@DET 10/20/2019 01:00PM ET,MIN,2.72
TE,C.J. Uzomah (13580940),C.J. Uzomah,13580940,TE/FLEX,2600,JAX@CIN 10/20/2019 01:00PM ET,CIN,3.13
TE,Ben Koyack (13581012),Ben Koyack,13581012,TE/FLEX,2600,JAX@CIN 10/20/2019 01:00PM ET,JAX,0
TE,Mike Gesicki (13581306),Mike Gesicki,13581306,TE/FLEX,2600,MIA@BUF 10/20/2019 01:00PM ET,MIA,3.84
TE,Ben Watson (13580725),Ben Watson,13580725,TE/FLEX,2500,NE@NYJ 10/21/2019 08:15PM ET,NE,0
TE,Daniel Brown (13580922),Daniel Brown,13580922,TE/FLEX,2500,NE@NYJ 10/21/2019 08:15PM ET,NYJ,0
TE,Trevon Wesco (13581449),Trevon Wesco,13581449,TE/FLEX,2500,NE@NYJ 10/21/2019 08:15PM ET,NYJ,0
DST,Eagles  (13580691),Eagles ,13580691,DST,2500,PHI@DAL 10/20/2019 08:20PM ET,PHI,8.5
TE,Dalton Schultz (13581261),Dalton Schultz,13581261,TE/FLEX,2500,PHI@DAL 10/20/2019 08:20PM ET,DAL,0.27
TE,Tyler Ott (13580888),Tyler Ott,13580888,TE/FLEX,2500,BAL@SEA 10/20/2019 04:25PM ET,SEA,0
TE,Will Dissly (13581313),Will Dissly,13581313,TE/FLEX,2500,BAL@SEA 10/20/2019 04:25PM ET,SEA,12.32
TE,Patrick Scales (13580785),Patrick Scales,13580785,TE/FLEX,2500,NO@CHI 10/20/2019 04:25PM ET,CHI,0
TE,Ben Braunecker (13581049),Ben Braunecker,13581049,TE/FLEX,2500,NO@CHI 10/20/2019 04:25PM ET,CHI,0.88
TE,J.P. Holtz (13581066),J.P. Holtz,13581066,TE/FLEX,2500,NO@CHI 10/20/2019 04:25PM ET,CHI,1.08
TE,Beau Brinkley (13580809),Beau Brinkley,13580809,TE/FLEX,2500,LAC@TEN 10/20/2019 04:05PM ET,TEN,0
TE,MyCole Pruitt (13580886),MyCole Pruitt,13580886,TE/FLEX,2500,LAC@TEN 10/20/2019 04:05PM ET,TEN,0
TE,Anthony Firkser (13581208),Anthony Firkser,13581208,TE/FLEX,2500,LAC@TEN 10/20/2019 04:05PM ET,TEN,0.7
TE,Garrison Sanborn (13580737),Garrison Sanborn,13580737,TE/FLEX,2500,SF@WAS 10/20/2019 01:00PM ET,SF,0
TE,Levine Toilolo (13580851),Levine Toilolo,13580851,TE/FLEX,2500,SF@WAS 10/20/2019 01:00PM ET,SF,0.36
TE,Ross Dwelley (13581202),Ross Dwelley,13581202,TE/FLEX,2500,SF@WAS 10/20/2019 01:00PM ET,SF,0.34
DST,Giants  (13580689),Giants ,13580689,DST,2500,ARI@NYG 10/20/2019 01:00PM ET,NYG,7.67
TE,Garrett Dickerson (13581265),Garrett Dickerson,13581265,TE/FLEX,2500,ARI@NYG 10/20/2019 01:00PM ET,NYG,0
TE,Kaden Smith (13581463),Kaden Smith,13581463,TE/FLEX,2500,ARI@NYG 10/20/2019 01:00PM ET,NYG,0
TE,Logan Paulsen (13580744),Logan Paulsen,13580744,TE/FLEX,2500,HOU@IND 10/20/2019 01:00PM ET,HOU,0
TE,Mo Alie-Cox (13581116),Mo Alie-Cox,13581116,TE/FLEX,2500,HOU@IND 10/20/2019 01:00PM ET,IND,1.56
TE,Derek Carrier (13581041),Derek Carrier,13581041,TE/FLEX,2500,OAK@GB 10/20/2019 01:00PM ET,OAK,2.1
TE,Robert Tonyan (13581047),Robert Tonyan,13581047,TE/FLEX,2500,OAK@GB 10/20/2019 01:00PM ET,GB,2.12
TE,Logan Thomas (13580859),Logan Thomas,13580859,TE/FLEX,2500,MIN@DET 10/20/2019 01:00PM ET,DET,1.94
TE,Tyler Conklin (13581342),Tyler Conklin,13581342,TE/FLEX,2500,MIN@DET 10/20/2019 01:00PM ET,MIN,0
TE,Clark Harris (13580715),Clark Harris,13580715,TE/FLEX,2500,JAX@CIN 10/20/2019 01:00PM ET,CIN,0
TE,Seth DeValve (13581024),Seth DeValve,13581024,TE/FLEX,2500,JAX@CIN 10/20/2019 01:00PM ET,JAX,0.43
TE,Cethan Carter (13581126),Cethan Carter,13581126,TE/FLEX,2500,JAX@CIN 10/20/2019 01:00PM ET,CIN,0
TE,Drew Sample (13581317),Drew Sample,13581317,TE/FLEX,2500,JAX@CIN 10/20/2019 01:00PM ET,CIN,0.9
TE,Matt Orzech (13581490),Matt Orzech,13581490,TE/FLEX,2500,JAX@CIN 10/20/2019 01:00PM ET,JAX,0
TE,Lee Smith (13580759),Lee Smith,13580759,TE/FLEX,2500,MIA@BUF 10/20/2019 01:00PM ET,BUF,1.92
TE,Nick O'Leary (13580972),Nick O'Leary,13580972,TE/FLEX,2500,MIA@BUF 10/20/2019 01:00PM ET,MIA,1.54
TE,Durham Smythe (13581190),Durham Smythe,13581190,TE/FLEX,2500,MIA@BUF 10/20/2019 01:00PM ET,MIA,0.68
TE,Tommy Sweeney (13581300),Tommy Sweeney,13581300,TE/FLEX,2500,MIA@BUF 10/20/2019 01:00PM ET,BUF,1.36
TE,Luke Stocker (13580761),Luke Stocker,13580761,TE/FLEX,2500,LAR@ATL 10/20/2019 01:00PM ET,ATL,1.1
TE,Johnny Mundt (13581149),Johnny Mundt,13581149,TE/FLEX,2500,LAR@ATL 10/20/2019 01:00PM ET,LAR,0
TE,Jaeden Graham (13581274),Jaeden Graham,13581274,TE/FLEX,2500,LAR@ATL 10/20/2019 01:00PM ET,ATL,0.52
DST,Cardinals  (13580692),Cardinals ,13580692,DST,2400,ARI@NYG 10/20/2019 01:00PM ET,ARI,2.5
DST,Lions  (13580679),Lions ,13580679,DST,2300,MIN@DET 10/20/2019 01:00PM ET,DET,8.2
DST,Falcons  (13580673),Falcons ,13580673,DST,2300,LAR@ATL 10/20/2019 01:00PM ET,ATL,1.33
DST,Ravens  (13580698),Ravens ,13580698,DST,2200,BAL@SEA 10/20/2019 04:25PM ET,BAL,4.33
DST,Jets  (13580690),Jets ,13580690,DST,2100,NE@NYJ 10/21/2019 08:15PM ET,NYJ,8.8
DST,Bengals  (13580677),Bengals ,13580677,DST,2100,JAX@CIN 10/20/2019 01:00PM ET,CIN,3.5
DST,Colts  (13580682),Colts ,13580682,DST,2000,HOU@IND 10/20/2019 01:00PM ET,IND,5.4
DST,Raiders  (13580683),Raiders ,13580683,DST,1900,OAK@GB 10/20/2019 01:00PM ET,OAK,4.8
DST,Redskins  (13580696),Redskins ,13580696,DST,1700,SF@WAS 10/20/2019 01:00PM ET,WAS,5.17
DST,Dolphins  (13580685),Dolphins ,13580685,DST,1500,MIA@BUF 10/20/2019 01:00PM ET,MIA,0.6
